userName,content,score,at,appVersion,content_clean
Rasyid Erdian,"tidak pernah adil dalam match making pertandingan, dan gajelas dalam mode rankednya tidak lawannya tidak setara dengan tier ranknya",1,2025-10-07 23:07:38,2.1.18.11201,"tidak pernah adil dalam match making pertandingan, dan gajelas dalam mode rankednya tidak lawannya tidak setara dengan tier ranknya"
Fahmi Herdiansyah,"Sangat mengecewakan masa tim musuh jago tapi tim sendiri lolot,, lag parah 👍",1,2025-10-07 23:07:35,2.1.18.11201,"sangat mengecewakan masa tim musuh jago tapi tim sendiri lolot,, lag parah 👍"
Arman Maulana,cape ketemu tim poke musuh jago jangan download kalo gamau stres,1,2025-10-07 23:07:20,1.9.93.10904,cape ketemu tim poke musuh jago jangan download kalo gamau stres
20_Arsyad Nur Aini,"sampah, main dapet dark sistem mulu, lu pisah lah yg main solo sama partian anj, game busuk",1,2025-10-07 23:06:28,2.1.18.11201,"sampah, main dapet dark sistem mulu, lu pisah lah yg main solo sama partian anj, game busuk"
Dhilli Fadlillah,dapet tim yangg bot musuhnya jagoo gakk pas suu,1,2025-10-07 23:03:56,2.1.18.11201,dapet tim yangg bot musuhnya jagoo gakk pas suu
Damer Poetra,sinya penuh game ngeleh mulu game tolol kaya buatnya tolol asu,1,2025-10-07 23:03:47,2.1.18.11201,sinya penuh game ngeleh mulu game tolol kaya buatnya tolol asu
kiddo,"jelek game nya, ls mulu, burik",1,2025-10-07 23:03:32,,"jelek game nya, ls mulu, burik"
Wardi yanto,ml babi stak epik 1 2 dapet tim babi terus klonnga musuh full mitik begok,1,2025-10-07 23:00:45,2.1.18.11201,ml babi stak epik 1 2 dapet tim babi terus klonnga musuh full mitik begok
Trimo Trim,gem gk punya hati di kasih tim gk jelas menang 1 kalah 3 jadi gk bisa buat ngilangin stres,1,2025-10-07 22:59:34,2.1.18.11201,gem gk punya hati di kasih tim gk jelas menang 1 kalah 3 jadi gk bisa buat ngilangin stres
Helga Fenty Permata Sari,MLBB DI LAWAN YANG MENANG ATAU KALAH TIDAK APAPA GAK MASALAH SAJA,5,2025-10-07 22:58:42,,mlbb di lawan yang menang atau kalah tidak apapa gak masalah saja
Arinta Rizkia,"bosok jaringan merah tiba tiba, pdhl aku nonton yt, main Roblox pun lancar jaya game bosok (ga ada perubahan)",1,2025-10-07 22:57:21,2.1.18.11201,"bosok jaringan merah tiba tiba, pdhl aku nonton yt, main roblox pun lancar jaya game bosok (ga ada perubahan)"
Ryuu,"game porno, merusak mental & pikiran.",1,2025-10-07 22:57:02,,"game porno, merusak mental & pikiran."
Aura Rejeki,game kagak adil kontooool asuuu,1,2025-10-07 22:56:59,,game kagak adil kontooool asuuu
Ga Ada Akhlak,GAMEK ONTOL NGELAG MULU NGENTOD,1,2025-10-07 22:56:41,1.9.48.10373,gamek ontol ngelag mulu ngentod
Lang Putra,WOY MOONTON MUSNAHKAN DARI SISTEM,1,2025-10-07 22:56:20,2.1.18.11201,woy moonton musnahkan dari sistem
Azka A Rianto,Moonton saya tahu jika anda itu menginginkan saya bermain terus dan ketagihan tapi caranya ya yang sportif tidak dengan cara curang .Anda curang karena memberikan saya teman komputer anda sendiri yang tidak bisa main dengan nickname yang hampir sama biasanya ada angkanya.Kalau anda terus melakukan cara curang seperti itu untuk membuat saya ketagihan anda salah justru saya akan menghapus game ini,1,2025-10-07 22:56:18,1.9.99.10932,moonton saya tahu jika anda itu menginginkan saya bermain terus dan ketagihan tapi caranya ya yang sportif tidak dengan cara curang .anda curang karena memberikan saya teman komputer anda sendiri yang tidak bisa main dengan nickname yang hampir sama biasanya ada angkanya.kalau anda terus melakukan cara curang seperti itu untuk membuat saya ketagihan anda salah justru saya akan menghapus game ini
Goess 21,"game kontolllll, anjinggg",1,2025-10-07 22:55:57,2.1.18.11201,"game kontolllll, anjinggg"
Frans Kiki,mantap,5,2025-10-07 22:55:29,2.1.02.10935,mantap
Egi manik S,kasi tim yang baik lah muntun jgan kasi dark sistem mulu lahh,1,2025-10-07 22:53:24,,kasi tim yang baik lah muntun jgan kasi dark sistem mulu lahh
115_Ahmad Afaillah Hadzafi,bane mohon di sesuikan lagi moonton,1,2025-10-07 22:53:15,,bane mohon di sesuikan lagi moonton
Jeremia Siahaan,hehh moonton kasih tim yang bagus lah capek kali aku aku kasih bintang 1 kalau player ya gak bagus kalau kau kasih player yang bagus ku kasih kau bintang 5,1,2025-10-07 22:52:56,2.1.18.11201,hehh moonton kasih tim yang bagus lah capek kali aku aku kasih bintang 1 kalau player ya gak bagus kalau kau kasih player yang bagus ku kasih kau bintang 5
Elwin Padandi,"masalah penyeimbangan match total pertandingan 1k ketemu player tim match tidak sampai 100,, moonton kocak rusak,,",1,2025-10-07 22:52:54,2.1.18.11201,"masalah penyeimbangan match total pertandingan 1k ketemu player tim match tidak sampai 100,, moonton kocak rusak,,"
flor nce,yey dikasih ws smaa mimin syg mimin,5,2025-10-07 22:52:49,,yey dikasih ws smaa mimin syg mimin
CHANNEL GG,tiba tiba akun kena ban,1,2025-10-07 22:52:29,1.6.52.7102,tiba tiba akun kena ban
Marha ML,"game ini bagus, tapi tolong diperbaiki machmaking nya kaya sampah. saya mythic masa ketemu tim legend 5, sedangkan di pihak lawan mythic, tolong di perbaiki machmaking nya tidak adil.",5,2025-10-07 22:52:00,2.1.18.11201,"game ini bagus, tapi tolong diperbaiki machmaking nya kaya sampah. saya mythic masa ketemu tim legend 5, sedangkan di pihak lawan mythic, tolong di perbaiki machmaking nya tidak adil."
Delta Alpha,seru santai,5,2025-10-07 22:51:47,2.1.18.11201,seru santai
Tri Septio Y,"game Pembodohan, sistem rusak.. tolo tolo",1,2025-10-07 22:51:42,2.1.18.11201,"game pembodohan, sistem rusak.. tolo tolo"
dini hidayah,match making busuk.,1,2025-10-07 22:50:01,2.1.18.11201,match making busuk.
Sudarno Raden,game culas.. busuk dan ga wajar.. tiap ketemu musuh dibikin jaringan buruk.. ga bisa gerak..giliran mati langsung lancar..👎👎👎,1,2025-10-07 22:48:32,,game culas.. busuk dan ga wajar.. tiap ketemu musuh dibikin jaringan buruk.. ga bisa gerak..giliran mati langsung lancar..👎👎👎
botak (Lumut),"kasih 3 dulu soalnya akun moonton saya tidak bisa terhubung, sudah beberapa kali coba tapi tetap tidak bisa terhubung, tolong arahannya",3,2025-10-07 22:46:32,1.9.93.10904,"kasih 3 dulu soalnya akun moonton saya tidak bisa terhubung, sudah beberapa kali coba tapi tetap tidak bisa terhubung, tolong arahannya"
Fatir 1,Wah gmnya sangat bagus gerafiknya bagus derak sistemnya bananyak kalian harus coba gem moba legend yg banyak darak sistemnya di jamin pengalaman main ada setalah seson akan sangat !48*,5,2025-10-07 22:46:01,2.1.18.11201,wah gmnya sangat bagus gerafiknya bagus derak sistemnya bananyak kalian harus coba gem moba legend yg banyak darak sistemnya di jamin pengalaman main ada setalah seson akan sangat !48*
Johan,ok,5,2025-10-07 22:44:51,2.1.18.11201,ok
Lo Taufan Heriyanto,Game LACUR,1,2025-10-07 22:41:26,2.1.18.11201,game lacur
Meli Indayani,gamenya ko di aku makin ngeselin yaa.. aku tiap main ngelag parah merah ga bisa gerak sama sekali. tar tau tau hero jalan sndiri dan terbunuh. ngeselin bgt asli. padahal aku buka yt pake kualitas HD pun ttp jalan.,3,2025-10-07 22:40:37,2.1.18.11201,gamenya ko di aku makin ngeselin yaa.. aku tiap main ngelag parah merah ga bisa gerak sama sekali. tar tau tau hero jalan sndiri dan terbunuh. ngeselin bgt asli. padahal aku buka yt pake kualitas hd pun ttp jalan.
Wawancore,tim dan musuh ga seimbang tidak adil dan tidak seru gamenya,5,2025-10-07 22:38:53,2.1.18.11201,tim dan musuh ga seimbang tidak adil dan tidak seru gamenya
Dimas Dim,ini game apaan si setiap selesai draf pick selalu ngeleg parah padahal jaringannya bagus,1,2025-10-07 22:38:17,,ini game apaan si setiap selesai draf pick selalu ngeleg parah padahal jaringannya bagus
Arga Gaming,game nya bagus tapi... yg bikin nggak suka itu... sistem role guna sistem role apa kalo role yg kita inginkan gak dapt,1,2025-10-07 22:36:20,2.1.18.11201,game nya bagus tapi... yg bikin nggak suka itu... sistem role guna sistem role apa kalo role yg kita inginkan gak dapt
Realme C3,game apaan ini padahal sinyal bagus hp support malah ngk bisa gerak,1,2025-10-07 22:36:04,2.1.18.11201,game apaan ini padahal sinyal bagus hp support malah ngk bisa gerak
Queen Ayundha,game fedder kasih team ngk seimbang,1,2025-10-07 22:34:34,2.1.18.11201,game fedder kasih team ngk seimbang
Bayu permana Bayu permana,"woi monton, kalau kasih tim yang bener la, masa musuh sangat sulit dan keras, tapi tim malah trol dan feeder, mana suka leg tiba-tiba lagi, makin kesini makin parah ni game",1,2025-10-07 22:32:56,2.1.18.11201,"woi monton, kalau kasih tim yang bener la, masa musuh sangat sulit dan keras, tapi tim malah trol dan feeder, mana suka leg tiba-tiba lagi, makin kesini makin parah ni game"
Rizky Pandu,moonton anjingggg cape cape naekin rank ketemunya epic sama legend muluu,1,2025-10-07 22:32:51,,moonton anjingggg cape cape naekin rank ketemunya epic sama legend muluu
MUSLIKAN,Hei monton kalau ngasih tim itu jangan duo atau trio tolol. saya main solo dapat tim duo/trio yang tolol mainnya.,1,2025-10-07 22:32:26,2.1.18.11201,hei monton kalau ngasih tim itu jangan duo atau trio tolol. saya main solo dapat tim duo/trio yang tolol mainnya.
Angman Kris,Sinyal Full jaringan hijau tapi aneh nya ngeleg parah sampe dikira afk bener bener merugikan player,1,2025-10-07 22:32:07,1.9.70.10634,sinyal full jaringan hijau tapi aneh nya ngeleg parah sampe dikira afk bener bener merugikan player
05_XI F 6_Alva Ahmaddinejad,game lu ngelag ngentod,1,2025-10-07 22:31:24,2.1.18.11201,game lu ngelag ngentod
RHOMA PROJECT,matching gajelas,1,2025-10-07 22:31:15,1.8.93.9702,matching gajelas
Yogi Pratama,"kebiasaan bikin dark sistem,setiap match pasti jumping sinyal padahal jaringan oke",1,2025-10-07 22:31:01,,"kebiasaan bikin dark sistem,setiap match pasti jumping sinyal padahal jaringan oke"
Kevin Gilbet T,game kontoll,1,2025-10-07 22:30:40,2.1.18.11201,game kontoll
Afis Felamba,perbaiki noh bug jaringan nyaaa,1,2025-10-07 22:30:34,,perbaiki noh bug jaringan nyaaa
Iskandar Putra,waktu main sering ada bug udah coba lapor masalah nggak teratasi balasan dari laporan pun gak ada,1,2025-10-07 22:30:01,1.8.79.9552,waktu main sering ada bug udah coba lapor masalah nggak teratasi balasan dari laporan pun gak ada
Widya Snty,kasi tim musuh sm tim setaralah....ini musuh jago tp tim ny gabisa main,1,2025-10-07 22:28:28,,kasi tim musuh sm tim setaralah....ini musuh jago tp tim ny gabisa main
Wafii,"gw main tuh buat ngilangin stress,ehh malah dibikin tambah stress🥰 gaush download ni game, gila ntr lu",1,2025-10-07 22:28:03,2.1.18.11201,"gw main tuh buat ngilangin stress,ehh malah dibikin tambah stress🥰 gaush download ni game, gila ntr lu"
Hari nugraha,sangat buruk sekali,1,2025-10-07 22:27:17,2.1.18.11201,sangat buruk sekali
Muhammad Almaturidi,"GA BISA ganti nama akun moonton ga ada fitur nya, cuma di arahkan ke pusat akun. IKUT ARAHAN CUSTOMER SERVIS JUGA BIKIN EMOSI. kadang kode verifikasi salah Mulu pas ganti akun email google padahal udh bener masukin nya.",1,2025-10-07 22:26:37,2.1.18.11201,"ga bisa ganti nama akun moonton ga ada fitur nya, cuma di arahkan ke pusat akun. ikut arahan customer servis juga bikin emosi. kadang kode verifikasi salah mulu pas ganti akun email google padahal udh bener masukin nya."
Rendi Official,kenapa suara hiro di dalam ngak ada jadi hilang,3,2025-10-07 22:25:56,2.1.18.11201,kenapa suara hiro di dalam ngak ada jadi hilang
HAIDAH,mikir lah player solo susah main ga ada komunikasi malah di kasih dark sistem aneh,1,2025-10-07 22:25:43,2.1.18.11201,mikir lah player solo susah main ga ada komunikasi malah di kasih dark sistem aneh
Dewi wulandari Crp,good,5,2025-10-07 22:25:03,2.1.18.11201,good
Bagus Satria,kenapa sekarang setelah game selesai gak bisa yapping???? Moonton bujang malah dibungkam #timkukuat,1,2025-10-07 22:21:33,,kenapa sekarang setelah game selesai gak bisa yapping???? moonton bujang malah dibungkam #timkukuat
Fadil Ff,monton yatem-piyatu asu i ngekei tim goblog Kabeh meh Munggah mitik e angel e asu jembot,1,2025-10-07 22:20:53,,monton yatem-piyatu asu i ngekei tim goblog kabeh meh munggah mitik e angel e asu jembot
Yusril Mahendra,game ga jelas makin lama makin hilang jaringannya game kaya sampah gini,5,2025-10-07 22:20:47,1.9.99.10932,game ga jelas makin lama makin hilang jaringannya game kaya sampah gini
jo hale,"sudah session 38 tapi gamenya makin ke 4nj1ng sama ke tim moontonnya, 1x menang selanjutnya jangan harap akan menang, darksystemnya ga ngotak sama ke developernya, selalu setim dengan binatang. woi @su sampai kapan ada keseimbangan dalam match?????",1,2025-10-07 22:20:29,2.1.18.11201,"sudah session 38 tapi gamenya makin ke 4nj1ng sama ke tim moontonnya, 1x menang selanjutnya jangan harap akan menang, darksystemnya ga ngotak sama ke developernya, selalu setim dengan binatang. woi @su sampai kapan ada keseimbangan dalam match?????"
Ibnu hakim 46,lawak,1,2025-10-07 22:17:50,1.9.99.10932,lawak
Ros Mita,"jaringan lemot truuuuussss,,, baru dikurangi kredit skor nya,,,,, babi kau mobile legend,, dark sistem nya parah,,,,",1,2025-10-07 22:17:32,,"jaringan lemot truuuuussss,,, baru dikurangi kredit skor nya,,,,, babi kau mobile legend,, dark sistem nya parah,,,,"
Muhamad Yasin,menang sekali kalah nya sampai lima kali,1,2025-10-07 22:17:16,,menang sekali kalah nya sampai lima kali
Mhmdega Jniardi,PEERBAIKI SINYAL NYA MONTON JNGAN KEBANYAKAN EVENT,1,2025-10-07 22:17:04,2.1.18.11201,peerbaiki sinyal nya monton jngan kebanyakan event
Nayla Faudzi,seru dan menantang aku sukapake lancelot,5,2025-10-07 22:16:56,2.1.18.11201,seru dan menantang aku sukapake lancelot
arya pramudya,game gak normal,1,2025-10-07 22:16:38,2.1.18.11201,game gak normal
Adhan Ramadhan,makin kesini server nya ngelag anj,1,2025-10-07 22:16:12,2.1.18.11201,makin kesini server nya ngelag anj
Rifa 97,MONTONNN KENAPA AKU KALAHH TERUSS TONNNN😭😭😭😭 CAPEEEEEE😓😓MONTONNN GA KASIAN APAA SAMA AKU KENAPA SUSANG BENGET KELUAR DARI LEGENDS😭😭😭😭MONTONNNN AKU GAMAU LOSE TERUSSSS CAPEEEEE,1,2025-10-07 22:15:54,2.1.18.11201,montonnn kenapa aku kalahh teruss tonnnn😭😭😭😭 capeeeeee😓😓montonnn ga kasian apaa sama aku kenapa susang benget keluar dari legends😭😭😭😭montonnnn aku gamau lose terussss capeeeee
budi ramos88,"ngelag terus game.... ping merah!!!!!!!!, dapet tim busuk",1,2025-10-07 22:14:33,,"ngelag terus game.... ping merah!!!!!!!!, dapet tim busuk"
Risky,- ada sistem manajemen data tapi pemain ga bisa milih seluruh data yang cuma mereka mau di download dan ga di download (udah tau Indonesia internetnya lambat di paksa download semua). - di hp kentang sering terjadi ngelag brutal saat pemilihan hero yang dimana itu momen penting yang menentukan kemenangan sebuah match.,2,2025-10-07 22:14:11,2.1.18.11201,- ada sistem manajemen data tapi pemain ga bisa milih seluruh data yang cuma mereka mau di download dan ga di download (udah tau indonesia internetnya lambat di paksa download semua). - di hp kentang sering terjadi ngelag brutal saat pemilihan hero yang dimana itu momen penting yang menentukan kemenangan sebuah match.
Ananta Firmansa,game pokimai ga masuk akal sedangkan musuh jago tim kayak poqi,1,2025-10-07 22:13:57,,game pokimai ga masuk akal sedangkan musuh jago tim kayak poqi
Virgiawan lutfi kuncoro,binatangnya gw beri 1 dan aku hapus game ini karna banyak bug setelah update sekian dan wasalam 😡,1,2025-10-07 22:13:43,1.9.48.10373,binatangnya gw beri 1 dan aku hapus game ini karna banyak bug setelah update sekian dan wasalam 😡
Os Kar,aneh,3,2025-10-07 22:13:24,,aneh
Aura Mulia,seru bgt gamenya udh main 8th ga bosen bosen,5,2025-10-07 22:12:23,,seru bgt gamenya udh main 8th ga bosen bosen
Bagas 559,"Dari season kemarin main cuam di puter-puter , menang sama kalah nya itu bisa sama terus. rank naik enggak turun juga enggak stuck di situ terus, padahal dari 100 macth mvp gua 64X mau kalah atau menang. (KASIH MVP DI TEAM PRIVILEGE)",4,2025-10-07 22:11:48,2.1.18.11201,"dari season kemarin main cuam di puter-puter , menang sama kalah nya itu bisa sama terus. rank naik enggak turun juga enggak stuck di situ terus, padahal dari 100 macth mvp gua 64x mau kalah atau menang. (kasih mvp di team privilege)"
Ucup Gemoy,MOONTON SEKRANG NGASI TEAM TOLOL SEMUA,1,2025-10-07 22:11:29,,moonton sekrang ngasi team tolol semua
Ali Qli,i like it,5,2025-10-07 22:09:44,2.1.18.11201,i like it
Rey Kyoko,Game rusak jaringan bermasalah terus,1,2025-10-07 22:09:10,,game rusak jaringan bermasalah terus
Gilang Ubai,game ga jelas tiba tiba d kurangi kredit skor gw padahal ngga ngapa ngapain,1,2025-10-07 22:09:04,2.1.18.11201,game ga jelas tiba tiba d kurangi kredit skor gw padahal ngga ngapa ngapain
Wahyu 123,suka ngelek gak karuan lagi dipen ngelek tiba tiba jaringan bagus padahal tolong la monton jangan rusak kenyamanan kami player,2,2025-10-07 22:08:03,,suka ngelek gak karuan lagi dipen ngelek tiba tiba jaringan bagus padahal tolong la monton jangan rusak kenyamanan kami player
Alvino dwi saputra,gemm jembot kontol asu tempek ml pekeok akeh drak sistem coknasu,1,2025-10-07 22:07:33,,gemm jembot kontol asu tempek ml pekeok akeh drak sistem coknasu
Bocil Saja,gem kikir bgst ajg bikin losstreak mulu,1,2025-10-07 22:07:30,2.1.18.11201,gem kikir bgst ajg bikin losstreak mulu
muhammad Ibnu yana,"Gem nya si bagus cuman sistemnya ga ngotak dapet tim pada ga bisa maen, trus kadang siyal jelek,trus lagi pus dpet musuhnya jago semua giliran tim sendiri jelek trus, KLO lgi pusreng dpet musuhnya jgo semua.",1,2025-10-07 22:07:26,,"gem nya si bagus cuman sistemnya ga ngotak dapet tim pada ga bisa maen, trus kadang siyal jelek,trus lagi pus dpet musuhnya jago semua giliran tim sendiri jelek trus, klo lgi pusreng dpet musuhnya jgo semua."
