userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label,self_trained_label
Despa Wahyuni,"tolong dikasih musuh dan tim yang SEPADAN! masa tim ex legend ketemu musuh ex imo semua, adil itu? sepadan itu?",2.1.18.11201,"tolong dikasih musuh dan tim yang sepadan! masa tim ex legend ketemu musuh ex imo semua, adil itu? sepadan itu?","['tolong', 'dikasih', 'musuh', 'dan', 'tim', 'yang', 'sepadan', '!', 'masa', 'tim', 'ex', 'legend', 'ketemu', 'musuh', 'ex', 'imo', 'semua', ',', 'adil', 'itu', '?', 'sepadan', 'itu', '?']","['tolong', 'dikasih', 'musuh', 'dan', 'tim', 'yang', 'sepadan', 'masa', 'tim', 'ex', 'legend', 'ketemu', 'musuh', 'ex', 'imo', 'semua', 'adil', 'itu', 'sepadan', 'itu']","['tolong', 'musuh', 'padan', 'masa', 'ex', 'ketemu', 'musuh', 'ex', 'imo', 'semua', 'adil', 'padan']","['tolong', 'kasih', 'musuh', 'dan', 'tim', 'yang', 'padan', 'masa', 'tim', 'ex', 'legend', 'ketemu', 'musuh', 'ex', 'imo', 'semua', 'adil', 'itu', 'padan', 'itu']","['tolong', 'kasih', 'musuh', 'dan', 'team', 'yang', 'padan', 'masa', 'team', 'ex', 'legend', 'ketemu', 'musuh', 'ex', 'imo', 'semua', 'adil', 'itu', 'padan', 'itu']",,neutral
Muhammad Nur Aziz,gem bosok,,gem bosok,"['gem', 'bosok']","['gem', 'bosok']",['buruk'],"['gem', 'bosok']","['game', 'buruk']",,negative
alicia edelyn,"katanya memberi keadilan, keadilan apa? banyak yang meng troll jika tidak dapat role yang di ingin kan, itu membuat sengsara, KALAU BISA juga jika tim nya nge troll ranking hero nya kena perlindungan, kasihan orng lain di troll dan rank hero nya turun!",2.1.18.11201,"katanya memberi keadilan, keadilan apa? banyak yang meng troll jika tidak dapat role yang di ingin kan, itu membuat sengsara, kalau bisa juga jika tim nya nge troll ranking hero nya kena perlindungan, kasihan orng lain di troll dan rank hero nya turun!","['katanya', 'memberi', 'keadilan', ',', 'keadilan', 'apa', '?', 'banyak', 'yang', 'meng', 'troll', 'jika', 'tidak', 'dapat', 'role', 'yang', 'di', 'ingin', 'kan', ',', 'itu', 'membuat', 'sengsara', ',', 'kalau', 'bisa', 'juga', 'jika', 'tim', 'nya', 'nge', 'troll', 'ranking', 'hero', 'nya', 'kena', 'perlindungan', ',', 'kasihan', 'orng', 'lain', 'di', 'troll', 'dan', 'rank', 'hero', 'nya', 'turun', '!']","['katanya', 'memberi', 'keadilan', 'keadilan', 'apa', 'banyak', 'yang', 'meng', 'troll', 'jika', 'tidak', 'dapat', 'role', 'yang', 'di', 'ingin', 'kan', 'itu', 'membuat', 'sengsara', 'kalau', 'bisa', 'juga', 'jika', 'tim', 'nya', 'nge', 'troll', 'ranking', 'hero', 'nya', 'kena', 'perlindungan', 'kasihan', 'orng', 'lain', 'di', 'troll', 'dan', 'rank', 'hero', 'nya', 'turun']","['beri', 'adil', 'adil', 'banyak', 'meng', 'troll', 'jika', 'role', 'sengsara', 'jika', 'troll', 'ranking', 'kena', 'lindung', 'kasihan', 'orng', 'lain', 'troll', 'turun']","['kata', 'beri', 'adil', 'adil', 'apa', 'banyak', 'yang', 'meng', 'troll', 'jika', 'tidak', 'dapat', 'role', 'yang', 'di', 'ingin', 'kan', 'itu', 'buat', 'sengsara', 'kalau', 'bisa', 'juga', 'jika', 'tim', 'nya', 'nge', 'troll', 'ranking', 'hero', 'nya', 'kena', 'lindung', 'kasihan', 'orng', 'lain', 'di', 'troll', 'dan', 'rank', 'hero', 'nya', 'turun']","['kata', 'beri', 'adil', 'adil', 'apa', 'banyak', 'yang', 'meng', 'troll', 'jika', 'tidak', 'dapat', 'role', 'yang', 'di', 'ingin', 'kan', 'itu', 'buat', 'sengsara', 'kalau', 'bisa', 'juga', 'jika', 'team', 'nya', 'nge', 'troll', 'ranking', 'hero', 'nya', 'kena', 'lindung', 'kasihan', 'orng', 'lain', 'di', 'troll', 'dan', 'rank', 'hero', 'nya', 'turun']",,negative
Cici Marliani,jaringan tae,2.1.18.11201,jaringan tae,"['jaringan', 'tae']","['jaringan', 'tae']",['tae'],"['jaring', 'tae']","['jaring', 'tae']",,negative
Irfan Fauzi,punya tim kaya bocil minimal di kasih tim waras lol,2.1.18.11201,punya tim kaya bocil minimal di kasih tim waras lol,"['punya', 'tim', 'kaya', 'bocil', 'minimal', 'di', 'kasih', 'tim', 'waras', 'lol']","['punya', 'tim', 'kaya', 'bocil', 'minimal', 'di', 'kasih', 'tim', 'waras', 'lol']","['punya', 'bocil', 'minimal', 'waras', 'lol']","['punya', 'tim', 'kaya', 'bocil', 'minimal', 'di', 'kasih', 'tim', 'waras', 'lol']","['punya', 'team', 'seperti', 'bocil', 'minimal', 'di', 'kasih', 'team', 'waras', 'lol']",,negative
Bang Patur,"game jelek mending hapus aja,dikasih tim darksistem semua dikasih musuh yg jago"" ga adil,game jelek ga usah di mainin,game perusak otakkk",2.1.18.11201,"game jelek mending hapus aja,dikasih tim darksistem semua dikasih musuh yg jago"" ga adil,game jelek ga usah di mainin,game perusak otakkk","['game', 'jelek', 'mending', 'hapus', 'aja', ',', 'dikasih', 'tim', 'darksistem', 'semua', 'dikasih', 'musuh', 'yg', 'jago', ""''"", 'ga', 'adil', ',', 'game', 'jelek', 'ga', 'usah', 'di', 'mainin', ',', 'game', 'perusak', 'otakkk']","['game', 'jelek', 'mending', 'hapus', 'aja', 'dikasih', 'tim', 'darksistem', 'semua', 'dikasih', 'musuh', 'yg', 'jago', 'ga', 'adil', 'game', 'jelek', 'ga', 'usah', 'di', 'mainin', 'game', 'perusak', 'otak']","['jelek', 'mending', 'hapus', 'darksistem', 'semua', 'musuh', 'jago', 'adil', 'jelek', 'usah', 'mainin', 'usak', 'otak']","['game', 'jelek', 'mending', 'hapus', 'aja', 'kasih', 'tim', 'darksistem', 'semua', 'kasih', 'musuh', 'yg', 'jago', 'ga', 'adil', 'game', 'jelek', 'ga', 'usah', 'di', 'mainin', 'game', 'usak', 'otak']","['game', 'jelek', 'mending', 'hapus', 'aja', 'kasih', 'team', 'darksistem', 'semua', 'kasih', 'musuh', 'yang', 'jago', 'tidak', 'adil', 'game', 'jelek', 'tidak', 'usah', 'di', 'mainin', 'game', 'usak', 'otak']",,negative
Izwan Saputra,"GBLOK, TIM PENGALAMAN ROMAWI DIKASIH KE GLORY, GUOBLOKNYA MOONTON, BERAPA TAHUN MASIH GBLOK??????????? LIAT PROFIL TOLOL PARAH MATCHNYA ANJENG😂😂😂",2.1.18.11201,"gblok, tim pengalaman romawi dikasih ke glory, guobloknya moonton, berapa tahun masih gblok??????????? liat profil tolol parah matchnya anjeng😂😂😂","['gblok', ',', 'tim', 'pengalaman', 'romawi', 'dikasih', 'ke', 'glory', ',', 'guobloknya', 'moonton', ',', 'berapa', 'tahun', 'masih', 'gblok', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'liat', 'profil', 'tolol', 'parah', 'matchnya', 'anjeng😂😂😂']","['gblok', 'tim', 'pengalaman', 'romawi', 'dikasih', 'ke', 'glory', 'guobloknya', 'moonton', 'berapa', 'tahun', 'masih', 'gblok', 'liat', 'profil', 'tolol', 'parah', 'matchnya', 'anjeng']","['gblok', 'alam', 'romawi', 'glory', 'guobloknya', 'berapa', 'gblok', 'profil', 'tolol', 'parah', 'matchnya', 'anjeng']","['gblok', 'tim', 'alam', 'romawi', 'kasih', 'ke', 'glory', 'guobloknya', 'moonton', 'berapa', 'tahun', 'masih', 'gblok', 'liat', 'profil', 'tolol', 'parah', 'matchnya', 'anjeng']","['gblok', 'team', 'alam', 'romawi', 'kasih', 'ke', 'glory', 'guobloknya', 'moonton', 'berapa', 'tahun', 'masih', 'gblok', 'liat', 'profil', 'tolol', 'parah', 'matchnya', 'anjeng']",,negative
Neni Nuraeni,"gw saranin buat orang yang kesabaran nya setipis tisu jangan main game ini!!, ini game bikin otak stress. lama lama gw kesel jugaa, benerin lah moonton!!!!",2.1.18.11201,"gw saranin buat orang yang kesabaran nya setipis tisu jangan main game ini!!, ini game bikin otak stress. lama lama gw kesel jugaa, benerin lah moonton!!!!","['gw', 'saranin', 'buat', 'orang', 'yang', 'kesabaran', 'nya', 'setipis', 'tisu', 'jangan', 'main', 'game', 'ini', '!', '!', ',', 'ini', 'game', 'bikin', 'otak', 'stress', '.', 'lama', 'lama', 'gw', 'kesel', 'jugaa', ',', 'benerin', 'lah', 'moonton', '!', '!', '!', '!']","['gw', 'saranin', 'buat', 'orang', 'yang', 'kesabaran', 'nya', 'setipis', 'tisu', 'jangan', 'main', 'game', 'ini', 'ini', 'game', 'bikin', 'otak', 'stress', 'lama', 'lama', 'gw', 'kesel', 'jugaa', 'benerin', 'lah', 'moonton']","['saranin', 'sabar', 'setip', 'tisu', 'jangan', 'otak', 'stres', 'lama', 'lama', 'kesel', 'jugaa', 'rusak']","['gw', 'saranin', 'buat', 'orang', 'yang', 'sabar', 'nya', 'setip', 'tisu', 'jangan', 'main', 'game', 'ini', 'ini', 'game', 'bikin', 'otak', 'stress', 'lama', 'lama', 'gw', 'kesel', 'jugaa', 'benerin', 'lah', 'moonton']","['aku', 'saranin', 'buat', 'orang', 'yang', 'sabar', 'nya', 'setip', 'tisu', 'jangan', 'main', 'game', 'ini', 'ini', 'game', 'bikin', 'otak', 'stres', 'lama', 'lama', 'aku', 'kesel', 'jugaa', 'rusak', 'lah', 'moonton']",,negative
siapa?,"terkait jaringan benerin dong, ngotak dikit",1.9.99.10932,"terkait jaringan benerin dong, ngotak dikit","['terkait', 'jaringan', 'benerin', 'dong', ',', 'ngotak', 'dikit']","['terkait', 'jaringan', 'benerin', 'dong', 'ngotak', 'dikit']","['kait', 'rusak', 'ngotak', 'sedikit']","['kait', 'jaring', 'benerin', 'dong', 'ngotak', 'dikit']","['kait', 'jaring', 'rusak', 'dong', 'ngotak', 'sedikit']",,negative
Alan Budikusuma,GM taik tim tolll semuaa di kasii ajingg binatanggg ngsi tim kontoll anjinggg,2.1.18.11201,gm taik tim tolll semuaa di kasii ajingg binatanggg ngsi tim kontoll anjinggg,"['gm', 'taik', 'tim', 'tolll', 'semuaa', 'di', 'kasii', 'ajingg', 'binatanggg', 'ngsi', 'tim', 'kontoll', 'anjinggg']","['gm', 'taik', 'tim', 'tol', 'semuaa', 'di', 'kasii', 'ajingg', 'binatang', 'ngsi', 'tim', 'kontoll', 'anjing']","['gm', 'taik', 'tol', 'semuaa', 'kasi', 'ajingg', 'binatang', 'ngsi', 'kontoll', 'anjing']","['gm', 'taik', 'tim', 'tol', 'semuaa', 'di', 'kasi', 'ajingg', 'binatang', 'ngsi', 'tim', 'kontoll', 'anjing']","['gm', 'taik', 'team', 'tol', 'semuaa', 'di', 'kasi', 'ajingg', 'binatang', 'ngsi', 'team', 'kontoll', 'anjing']",,negative
Nur Gaming sekuad,"game rusak bikin setres ,gameplay ngk adil, lolot mending pindah ke game honor of king aja gameplay lebih menarik dan permainan nya lebih adil pemberian lawan juga sesuai dengan kemampuan tim sendiri beda sama di mlbb kalo di mlbb pemberian tim musuh ngak imbang sama tim sendiri di tambah player mlbb sekarang kalo liat tim sendiri yang mati mulu pasti langsung di ripot terus sama moonton di kurangi kredit sekor nya apa ngak kasian sama pelayer solo seperti saya apa lagi ini game bikin toksik",,"game rusak bikin setres ,gameplay ngk adil, lolot mending pindah ke game honor of king aja gameplay lebih menarik dan permainan nya lebih adil pemberian lawan juga sesuai dengan kemampuan tim sendiri beda sama di mlbb kalo di mlbb pemberian tim musuh ngak imbang sama tim sendiri di tambah player mlbb sekarang kalo liat tim sendiri yang mati mulu pasti langsung di ripot terus sama moonton di kurangi kredit sekor nya apa ngak kasian sama pelayer solo seperti saya apa lagi ini game bikin toksik","['game', 'rusak', 'bikin', 'setres', ',', 'gameplay', 'ngk', 'adil', ',', 'lolot', 'mending', 'pindah', 'ke', 'game', 'honor', 'of', 'king', 'aja', 'gameplay', 'lebih', 'menarik', 'dan', 'permainan', 'nya', 'lebih', 'adil', 'pemberian', 'lawan', 'juga', 'sesuai', 'dengan', 'kemampuan', 'tim', 'sendiri', 'beda', 'sama', 'di', 'mlbb', 'kalo', 'di', 'mlbb', 'pemberian', 'tim', 'musuh', 'ngak', 'imbang', 'sama', 'tim', 'sendiri', 'di', 'tambah', 'player', 'mlbb', 'sekarang', 'kalo', 'liat', 'tim', 'sendiri', 'yang', 'mati', 'mulu', 'pasti', 'langsung', 'di', 'ripot', 'terus', 'sama', 'moonton', 'di', 'kurangi', 'kredit', 'sekor', 'nya', 'apa', 'ngak', 'kasian', 'sama', 'pelayer', 'solo', 'seperti', 'saya', 'apa', 'lagi', 'ini', 'game', 'bikin', 'toksik']","['game', 'rusak', 'bikin', 'setres', 'gameplay', 'ngk', 'adil', 'lolot', 'mending', 'pindah', 'ke', 'game', 'honor', 'of', 'king', 'aja', 'gameplay', 'lebih', 'menarik', 'dan', 'permainan', 'nya', 'lebih', 'adil', 'pemberian', 'lawan', 'juga', 'sesuai', 'dengan', 'kemampuan', 'tim', 'sendiri', 'beda', 'sama', 'di', 'mlbb', 'kalo', 'di', 'mlbb', 'pemberian', 'tim', 'musuh', 'ngak', 'imbang', 'sama', 'tim', 'sendiri', 'di', 'tambah', 'player', 'mlbb', 'sekarang', 'kalo', 'liat', 'tim', 'sendiri', 'yang', 'mati', 'mulu', 'pasti', 'langsung', 'di', 'ripot', 'terus', 'sama', 'moonton', 'di', 'kurangi', 'kredit', 'sekor', 'nya', 'apa', 'ngak', 'kasian', 'sama', 'pelayer', 'solo', 'seperti', 'saya', 'apa', 'lagi', 'ini', 'game', 'bikin', 'toksik']","['rusak', 'tres', 'ngk', 'adil', 'lolot', 'mending', 'pindah', 'king', 'lebih', 'tarik', 'lebih', 'adil', 'beri', 'lawan', 'sesuai', 'mampu', 'sendiri', 'beda', 'beri', 'musuh', 'ngak', 'imbang', 'sendiri', 'tambah', 'sekarang', 'sendiri', 'mati', 'pasti', 'langsung', 'ripot', 'kurang', 'kredit', 'kor', 'ngak', 'kasi', 'layer', 'buruk']","['game', 'rusak', 'bikin', 'tres', 'gameplay', 'ngk', 'adil', 'lolot', 'mending', 'pindah', 'ke', 'game', 'honor', 'of', 'king', 'aja', 'gameplay', 'lebih', 'tarik', 'dan', 'main', 'nya', 'lebih', 'adil', 'beri', 'lawan', 'juga', 'sesuai', 'dengan', 'mampu', 'tim', 'sendiri', 'beda', 'sama', 'di', 'mlbb', 'kalo', 'di', 'mlbb', 'beri', 'tim', 'musuh', 'ngak', 'imbang', 'sama', 'tim', 'sendiri', 'di', 'tambah', 'player', 'mlbb', 'sekarang', 'kalo', 'liat', 'tim', 'sendiri', 'yang', 'mati', 'mulu', 'pasti', 'langsung', 'di', 'ripot', 'terus', 'sama', 'moonton', 'di', 'kurang', 'kredit', 'kor', 'nya', 'apa', 'ngak', 'kasi', 'sama', 'layer', 'solo', 'seperti', 'saya', 'apa', 'lagi', 'ini', 'game', 'bikin', 'toksik']","['game', 'rusak', 'bikin', 'tres', 'gameplay', 'ngk', 'adil', 'lolot', 'mending', 'pindah', 'ke', 'game', 'honor', 'of', 'king', 'aja', 'gameplay', 'lebih', 'tarik', 'dan', 'main', 'nya', 'lebih', 'adil', 'beri', 'lawan', 'juga', 'sesuai', 'dengan', 'mampu', 'team', 'sendiri', 'beda', 'sama', 'di', 'mlbb', 'kalau', 'di', 'mlbb', 'beri', 'team', 'musuh', 'ngak', 'imbang', 'sama', 'team', 'sendiri', 'di', 'tambah', 'player', 'mlbb', 'sekarang', 'kalau', 'liat', 'team', 'sendiri', 'yang', 'mati', 'mulu', 'pasti', 'langsung', 'di', 'ripot', 'terus', 'sama', 'moonton', 'di', 'kurang', 'kredit', 'kor', 'nya', 'apa', 'ngak', 'kasi', 'sama', 'layer', 'solo', 'seperti', 'aku', 'apa', 'lagi', 'ini', 'game', 'bikin', 'buruk']",,negative
Deni Ramadani,game bagus grafik apa lagi dah lah gabisa berkata kata lagi download sekarang!!!,2.1.18.11201,game bagus grafik apa lagi dah lah gabisa berkata kata lagi download sekarang!!!,"['game', 'bagus', 'grafik', 'apa', 'lagi', 'dah', 'lah', 'gabisa', 'berkata', 'kata', 'lagi', 'download', 'sekarang', '!', '!', '!']","['game', 'bagus', 'grafik', 'apa', 'lagi', 'dah', 'lah', 'gabisa', 'berkata', 'kata', 'lagi', 'download', 'sekarang']","['bagus', 'grafik', 'sudah', 'gabisa', 'sekarang']","['game', 'bagus', 'grafik', 'apa', 'lagi', 'dah', 'lah', 'gabisa', 'kata', 'kata', 'lagi', 'download', 'sekarang']","['game', 'bagus', 'grafik', 'apa', 'lagi', 'sudah', 'lah', 'gabisa', 'kata', 'kata', 'lagi', 'download', 'sekarang']",,negative
Sri Yulianti,gem kot.l,2.1.18.11201,gem kot.l,"['gem', 'kot.l']","['gem', 'kotl']",['kotl'],"['gem', 'kotl']","['game', 'kotl']",,negative
Dewi Ktp,pesan terbuka buat monton yg sering memberikan pelanggaran semaunya tanpa melihat atau mentulusuri permain yg ada tolong di perbaikin lagi sebelum mengambil tindakan,2.1.18.11201,pesan terbuka buat monton yg sering memberikan pelanggaran semaunya tanpa melihat atau mentulusuri permain yg ada tolong di perbaikin lagi sebelum mengambil tindakan,"['pesan', 'terbuka', 'buat', 'monton', 'yg', 'sering', 'memberikan', 'pelanggaran', 'semaunya', 'tanpa', 'melihat', 'atau', 'mentulusuri', 'permain', 'yg', 'ada', 'tolong', 'di', 'perbaikin', 'lagi', 'sebelum', 'mengambil', 'tindakan']","['pesan', 'terbuka', 'buat', 'monton', 'yg', 'sering', 'memberikan', 'pelanggaran', 'semaunya', 'tanpa', 'melihat', 'atau', 'mentulusuri', 'permain', 'yg', 'ada', 'tolong', 'di', 'perbaikin', 'lagi', 'sebelum', 'mengambil', 'tindakan']","['pesan', 'buka', 'beri', 'langgar', 'tanpa', 'lihat', 'mentulusuri', 'tolong', 'perbaikin', 'belum', 'ambil', 'tindak']","['pesan', 'buka', 'buat', 'monton', 'yg', 'sering', 'beri', 'langgar', 'mau', 'tanpa', 'lihat', 'atau', 'mentulusuri', 'main', 'yg', 'ada', 'tolong', 'di', 'perbaikin', 'lagi', 'belum', 'ambil', 'tindak']","['pesan', 'buka', 'buat', 'moonton', 'yang', 'sering', 'beri', 'langgar', 'mau', 'tanpa', 'lihat', 'atau', 'mentulusuri', 'main', 'yang', 'ada', 'tolong', 'di', 'perbaikin', 'lagi', 'belum', 'ambil', 'tindak']",,negative
Muhammad Alvin arrafqi Rafqi,karna bakal ketemu tim yang gajelas,,karna bakal ketemu tim yang gajelas,"['karna', 'bakal', 'ketemu', 'tim', 'yang', 'gajelas']","['karna', 'bakal', 'ketemu', 'tim', 'yang', 'gajelas']","['ketemu', 'gajelas']","['karna', 'bakal', 'ketemu', 'tim', 'yang', 'gajelas']","['karena', 'bakal', 'ketemu', 'team', 'yang', 'gajelas']",,negative
Al Aldan parasetia,game dongo,1.9.99.10932,game dongo,"['game', 'dongo']","['game', 'dongo']",['dongo'],"['game', 'dongo']","['game', 'dongo']",,negative
jaury gusrynanda,Game Settingan.... kebanyakan Bot supaya kita kalah....Semoga cepat Bangkrut... Aamiin,2.1.18.11201,game settingan.... kebanyakan bot supaya kita kalah....semoga cepat bangkrut... aamiin,"['game', 'settingan', '....', 'kebanyakan', 'bot', 'supaya', 'kita', 'kalah', '....', 'semoga', 'cepat', 'bangkrut', '...', 'aamiin']","['game', 'settingan', 'kebanyakan', 'bot', 'supaya', 'kita', 'kalah', 'semoga', 'cepat', 'bangkrut', 'aamiin']","['settingan', 'banyak', 'bot', 'kalah', 'moga', 'cepat', 'bangkrut', 'aamiin']","['game', 'settingan', 'banyak', 'bot', 'supaya', 'kita', 'kalah', 'moga', 'cepat', 'bangkrut', 'aamiin']","['game', 'settingan', 'banyak', 'bot', 'supaya', 'kita', 'kalah', 'moga', 'cepat', 'bangkrut', 'aamiin']",,negative
Gilang Dwi Saputro,sistem nya gaje selama 2 season gua di kasih tim ga setara isi tim gua banyak maksa main sedangkan tim musuh Renk tertinggi nya glory kalo di tim gua di kasih renk tertinggi nya epic legend Ama Mawi itu pun sekali username:fadil elek ini selama 2 season ga pernah di kasih ws,,sistem nya gaje selama 2 season gua di kasih tim ga setara isi tim gua banyak maksa main sedangkan tim musuh renk tertinggi nya glory kalo di tim gua di kasih renk tertinggi nya epic legend ama mawi itu pun sekali username:fadil elek ini selama 2 season ga pernah di kasih ws,"['sistem', 'nya', 'gaje', 'selama', '2', 'season', 'gua', 'di', 'kasih', 'tim', 'ga', 'setara', 'isi', 'tim', 'gua', 'banyak', 'maksa', 'main', 'sedangkan', 'tim', 'musuh', 'renk', 'tertinggi', 'nya', 'glory', 'kalo', 'di', 'tim', 'gua', 'di', 'kasih', 'renk', 'tertinggi', 'nya', 'epic', 'legend', 'ama', 'mawi', 'itu', 'pun', 'sekali', 'username', ':', 'fadil', 'elek', 'ini', 'selama', '2', 'season', 'ga', 'pernah', 'di', 'kasih', 'ws']","['sistem', 'nya', 'gaje', 'selama', 'season', 'gua', 'di', 'kasih', 'tim', 'ga', 'setara', 'isi', 'tim', 'gua', 'banyak', 'maksa', 'main', 'sedangkan', 'tim', 'musuh', 'renk', 'tertinggi', 'nya', 'glory', 'kalo', 'di', 'tim', 'gua', 'di', 'kasih', 'renk', 'tertinggi', 'nya', 'epic', 'legend', 'ama', 'mawi', 'itu', 'pun', 'sekali', 'username', 'fadil', 'elek', 'ini', 'selama', 'season', 'ga', 'pernah', 'di', 'kasih', 'ws']","['gaje', 'lama', 'season', 'isi', 'banyak', 'maksa', 'sedang', 'musuh', 'renk', 'tinggi', 'glory', 'renk', 'tinggi', 'epic', 'mawi', 'username', 'fadil', 'elek', 'lama', 'season', 'pernah', 'ws']","['sistem', 'nya', 'gaje', 'lama', 'season', 'gua', 'di', 'kasih', 'tim', 'ga', 'tara', 'isi', 'tim', 'gua', 'banyak', 'maksa', 'main', 'sedang', 'tim', 'musuh', 'renk', 'tinggi', 'nya', 'glory', 'kalo', 'di', 'tim', 'gua', 'di', 'kasih', 'renk', 'tinggi', 'nya', 'epic', 'legend', 'ama', 'mawi', 'itu', 'pun', 'sekali', 'username', 'fadil', 'elek', 'ini', 'lama', 'season', 'ga', 'pernah', 'di', 'kasih', 'ws']","['sistem', 'nya', 'gaje', 'lama', 'season', 'aku', 'di', 'kasih', 'team', 'tidak', 'tara', 'isi', 'team', 'aku', 'banyak', 'maksa', 'main', 'sedang', 'team', 'musuh', 'renk', 'tinggi', 'nya', 'glory', 'kalau', 'di', 'team', 'aku', 'di', 'kasih', 'renk', 'tinggi', 'nya', 'epic', 'legend', 'ama', 'mawi', 'itu', 'pun', 'sekali', 'username', 'fadil', 'elek', 'ini', 'lama', 'season', 'tidak', 'pernah', 'di', 'kasih', 'ws']",,negative
Syarifudin Sar,ok,,ok,['ok'],['ok'],['oke'],['ok'],['oke'],,negative
Rayyan Bahy f.m,LAIN JALI KALO KASI TIM WARAS DIKIT JN YG NGETROL MIKIR NAPA ORG MAU IMPROVE DR SKIL NY DIKASI TIM KE GT LU MALAH BIKIN ORG PADA MENTOK LAWAK,2.1.18.11201,lain jali kalo kasi tim waras dikit jn yg ngetrol mikir napa org mau improve dr skil ny dikasi tim ke gt lu malah bikin org pada mentok lawak,"['lain', 'jali', 'kalo', 'kasi', 'tim', 'waras', 'dikit', 'jn', 'yg', 'ngetrol', 'mikir', 'napa', 'org', 'mau', 'improve', 'dr', 'skil', 'ny', 'dikasi', 'tim', 'ke', 'gt', 'lu', 'malah', 'bikin', 'org', 'pada', 'mentok', 'lawak']","['lain', 'jali', 'kalo', 'kasi', 'tim', 'waras', 'dikit', 'jn', 'yg', 'ngetrol', 'mikir', 'napa', 'org', 'mau', 'improve', 'dr', 'skil', 'ny', 'dikasi', 'tim', 'ke', 'gt', 'lu', 'malah', 'bikin', 'org', 'pada', 'mentok', 'lawak']","['lain', 'jali', 'kasi', 'waras', 'sedikit', 'jn', 'ngetrol', 'mikir', 'napa', 'org', 'improve', 'dr', 'skill', 'kasi', 'gt', 'org', 'mentok', 'lawak']","['lain', 'jali', 'kalo', 'kasi', 'tim', 'waras', 'dikit', 'jn', 'yg', 'ngetrol', 'mikir', 'napa', 'org', 'mau', 'improve', 'dr', 'skil', 'ny', 'kasi', 'tim', 'ke', 'gt', 'lu', 'malah', 'bikin', 'org', 'pada', 'mentok', 'lawak']","['lain', 'jali', 'kalau', 'kasi', 'team', 'waras', 'sedikit', 'jn', 'yang', 'ngetrol', 'mikir', 'napa', 'org', 'mau', 'improve', 'dr', 'skill', 'nya', 'kasi', 'team', 'ke', 'gt', 'kamu', 'malah', 'bikin', 'org', 'pada', 'mentok', 'lawak']",,negative
cmielasya raa,"udh gw apus , ngasih tim gprnah bener",2.1.18.11201,"udh gw apus , ngasih tim gprnah bener","['udh', 'gw', 'apus', ',', 'ngasih', 'tim', 'gprnah', 'bener']","['udh', 'gw', 'apus', 'ngasih', 'tim', 'gprnah', 'bener']","['sudah', 'apus', 'beri', 'gprnah', 'benar']","['udh', 'gw', 'apus', 'ngasih', 'tim', 'gprnah', 'bener']","['sudah', 'aku', 'apus', 'beri', 'team', 'gprnah', 'benar']",,negative
